STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       3379;20240529;   10;  12.3;   2.3;    9;   7.8;   6;    7.500;   0;   7.7;  10.7;  954.00;   15.7;   63.00;   22.1;    9.5;    8.5;eor
       3379;20240530;   10;  14.1;   2.6;    9;  16.6;   6;    3.800;   0;   7.7;  13.6;  946.70;   14.9;   81.00;   20.8;   12.5;   12.1;eor
       3379;20240531;   10;  10.8;   3.5;    9;  66.9;   6;    0.000;   0;   7.7;  12.0;  946.70;   10.9;   92.00;   12.6;    9.5;    9.6;eor
       3379;20240601;   10;  14.9;   5.7;    9;  42.5;   6;    0.000;   0;   7.6;  12.7;  951.30;   11.5;   94.00;   12.4;   10.2;   10.1;eor
       3379;20240602;   10;   8.0;   2.2;    9;   1.5;   6;    2.100;   0;   6.9;  13.8;  956.30;   13.9;   87.00;   19.3;   11.3;   11.2;eor
       3379;20240603;   10;   8.4;   2.7;    9;  14.0;   6;    0.100;   0;   7.8;  14.8;  955.30;   14.2;   91.00;   16.1;   12.9;   12.9;eor
       3379;20240604;   10;   6.1;   1.7;    9;   0.0;   0;    9.700;   0;   4.1;  12.5;  953.90;   16.4;   69.00;   21.5;   12.2;   11.2;eor
       3379;20240605;   10;  12.8;   3.3;    9;   0.0;   6;    8.700;   0;   6.1;  13.2;  953.60;   19.0;   62.00;   24.7;   12.3;   11.1;eor
       3379;20240606;   10;  11.0;   2.2;    9;   0.9;   6;   10.900;   0;   5.5;  14.9;  955.80;   19.8;   67.00;   26.3;   13.4;   12.3;eor
       3379;20240607;   10;   8.0;   2.0;    9;   2.6;   6;    7.000;   0;   5.2;  16.1;  956.80;   18.5;   76.00;   23.3;   15.1;   14.2;eor
       3379;20240608;   10;  16.2;   2.5;    9;   7.1;   6;    8.700;   0;   6.2;  15.9;  952.70;   19.3;   74.00;   27.2;   13.6;   12.7;eor
       3379;20240609;   10;   6.7;   1.8;    9;  13.3;   6;    1.900;   0;   7.6;  17.1;  948.10;   17.9;   84.00;   21.9;   15.4;   15.2;eor
       3379;20240610;   10;   9.4;   2.9;    9;   0.8;   6;    5.600;   0;   6.5;  13.4;  947.20;   17.0;   71.00;   21.6;   13.6;   13.7;eor
       3379;20240611;   10;  10.1;   2.4;    9;   0.0;   6;    0.000;   0;   8.0;   9.4;  954.00;   12.1;   67.00;   15.1;   10.0;    9.7;eor
       3379;20240612;   10;   7.1;   1.9;    9;   0.0;   0;    4.500;   0;   7.0;   9.8;  956.10;   14.1;   62.00;   18.6;   10.7;   10.2;eor
       3379;20240613;   10;   8.7;   2.3;    9;   0.0;   6;   11.300;   0;   4.6;  10.1;  956.00;   14.7;   62.00;   19.4;   10.9;   10.1;eor
       3379;20240614;   10;  10.6;   2.3;    9;   0.0;   6;    4.100;   0;   7.1;  11.4;  952.90;   16.2;   63.00;   21.9;    9.1;    8.6;eor
       3379;20240615;   10;  13.8;   3.0;    9;   0.1;   6;    2.300;   0;   7.7;  13.1;  949.90;   16.0;   72.00;   19.3;   13.3;   12.2;eor
       3379;20240616;   10;   6.8;   2.0;    9;   0.3;   6;    5.400;   0;   6.6;  12.6;  951.50;   18.1;   62.00;   23.2;   13.5;   13.0;eor
       3379;20240617;   10;  13.1;   2.4;    9;   2.9;   6;    7.900;   0;   7.5;  14.4;  954.60;   20.1;   64.00;   27.6;   13.6;   12.8;eor
       3379;20240618;   10;   6.9;   2.2;    9;   0.0;   0;   14.100;   0;   5.6;  17.1;  954.20;   22.8;   65.00;   30.3;   14.5;   13.8;eor
       3379;20240619;   10;   8.5;   2.6;    9;   0.0;   0;   14.700;   0;   2.4;  17.2;  954.40;   24.1;   58.00;   30.0;   18.3;   16.7;eor
       3379;20240620;   10;   6.0;   2.0;    9;   0.0;   6;    6.700;   0;   5.7;  19.5;  957.90;   21.7;   75.00;   26.0;   16.6;   16.5;eor
       3379;20240621;   10;  17.6;   3.2;    9;  21.0;   6;    2.800;   0;   7.7;  17.8;  954.90;   19.5;   79.00;   24.3;   13.6;   13.1;eor
       3379;20240622;   10;  12.5;   3.2;    9;  18.1;   6;    8.700;   0;   6.1;  13.7;  954.90;   17.0;   73.00;   23.9;   12.2;   12.3;eor
       3379;20240623;   10;   7.3;   2.2;    9;   0.0;   6;    5.300;   0;   5.4;  14.2;  957.40;   16.1;   79.00;   22.2;   11.9;   12.1;eor
       3379;20240624;   10;  11.8;   3.4;    9;   0.0;   0;   14.000;   0;   1.6;  15.3;  956.50;   21.1;   64.00;   26.0;   15.0;   14.3;eor
       3379;20240625;   10;  10.6;   3.7;    9;   0.0;   0;   15.300;   0;   0.9;  15.9;  952.20;   21.9;   61.00;   27.7;   15.9;   14.6;eor
       3379;20240626;   10;  10.1;   2.6;    9;   9.1;   6;    7.400;   0;   6.8;  17.6;  950.50;   20.2;   75.00;   27.7;   16.4;   16.0;eor
       3379;20240627;   10;   9.1;   2.7;    9;   0.0;   6;    7.500;   0;   6.1;  18.2;  952.00;   21.9;   70.00;   26.7;   16.3;   15.7;eor
       3379;20240628;   10;  10.2;   2.9;    9;   0.0;   0;   12.400;   0;   5.0;  19.0;  956.10;   24.5;   64.00;   30.0;   19.9;   18.6;eor
       3379;20240629;   10;   8.1;   2.2;    9;   0.0;   0;   10.100;   0;   4.4;  20.7;  952.70;   26.5;   62.00;   33.7;   18.6;   17.8;eor
       3379;20240630;   10;  12.8;   3.8;    9;   0.1;   6;    2.100;   0;   7.8;  16.7;  950.60;   21.8;   64.00;   25.5;   16.3;   16.6;eor
       3379;20240701;   10;  14.6;   2.5;    9;   8.3;   6;    5.100;   0;   7.6;  14.6;  954.40;   17.4;   75.00;   23.7;   14.3;   14.1;eor
       3379;20240702;   10;   8.8;   2.8;    9;   3.5;   6;    2.500;   0;   7.5;  12.6;  954.50;   15.8;   72.00;   19.5;   12.4;   12.1;eor
       3379;20240703;   10;   8.8;   2.8;    9;   7.0;   6;    1.900;   0;   7.8;  13.7;  950.90;   13.9;   86.00;   18.0;   11.3;   11.3;eor
       3379;20240704;   10;  15.0;   4.0;    9;   0.6;   6;    4.600;   0;   7.7;  12.7;  951.90;   16.4;   70.00;   22.3;   11.4;   11.1;eor
       3379;20240705;   10;   9.8;   2.6;    9;   0.0;   6;   10.800;   0;   7.2;  14.1;  953.70;   19.9;   63.00;   25.3;   14.7;   13.6;eor
       3379;20240706;   10;  15.7;   2.3;    9;  17.6;   6;    9.200;   0;   5.8;  16.8;  948.70;   21.3;   71.00;   32.0;   15.7;   15.0;eor
       3379;20240707;   10;   8.8;   1.7;    9;   6.7;   6;    0.000;   0;   8.0;  14.7;  955.00;   15.1;   86.00;   16.6;   12.9;   12.7;eor
       3379;20240708;   10;   7.6;   2.0;    9;   0.3;   6;    7.700;   0;   5.3;  16.3;  957.50;   19.0;   75.00;   24.0;   15.5;   14.9;eor
       3379;20240709;   10;   8.7;   2.1;    9;   0.5;   6;   13.700;   0;   4.0;  19.1;  956.40;   23.4;   69.00;   30.5;   14.6;   14.0;eor
       3379;20240710;   10;  13.4;   2.4;    9;   1.6;   6;    8.200;   0;   5.7;  20.2;  956.90;   22.8;   74.00;   29.0;   19.6;   18.7;eor
       3379;20240711;   10;   5.4;   1.7;    9;   0.7;   6;    6.000;   0;   6.5;  20.3;  956.90;   22.8;   74.00;   27.9;   18.4;   17.7;eor
       3379;20240712;   10;  14.1;   2.5;    9;   6.3;   6;    6.400;   0;   7.8;  19.2;  951.80;   21.6;   75.00;   26.6;   16.5;   15.8;eor
       3379;20240713;   10;   6.3;   2.0;    9;   0.0;   6;    2.700;   0;   7.7;  15.2;  953.60;   18.0;   74.00;   20.0;   15.9;   15.2;eor
       3379;20240714;   10;   6.9;   1.6;    9;   0.0;   0;    8.300;   0;   6.8;  14.5;  954.20;   21.0;   61.00;   27.3;   15.1;   14.6;eor
       3379;20240715;   10;  16.8;   2.4;    9;  12.8;   6;   14.000;   0;   5.8;  16.4;  952.50;   24.7;   56.00;   31.5;   15.4;   14.5;eor
       3379;20240716;   10;   6.4;   2.2;    9;   0.7;   6;    2.400;   0;   7.5;  19.0;  955.50;   21.2;   76.00;   26.5;   17.8;   17.7;eor
       3379;20240717;   10;   4.9;   1.5;    9;   0.0;   0;    0.600;   0;   7.1;  15.2;  960.60;   20.0;   66.00;   22.6;   16.0;   15.3;eor
       3379;20240718;   10;   9.1;   2.5;    9;   0.0;   0;   13.400;   0;   2.7;  17.5;  960.40;   21.5;   70.00;   27.4;   15.0;   14.0;eor
       3379;20240719;   10;   7.5;   1.6;    9;   0.0;   0;   12.100;   0;   5.7;  17.7;  957.70;   23.9;   62.00;   30.1;   17.0;   16.3;eor
       3379;20240720;   10;   8.9;   2.1;    9;  10.9;   6;    6.500;   0;   6.1;  19.2;  951.90;   22.1;   74.00;   28.7;   18.0;   17.3;eor
       3379;20240721;   10;  12.9;   2.1;    9;   6.9;   6;   10.700;   0;   3.5;  18.7;  949.80;   22.4;   72.00;   30.5;   16.7;   16.1;eor
       3379;20240722;   10;   8.8;   2.6;    9;   3.6;   6;    4.600;   0;   6.4;  19.1;  956.60;   20.6;   79.00;   25.3;   17.3;   16.5;eor
       3379;20240723;   10;  15.9;   2.3;    9;   6.5;   6;    6.800;   0;   6.8;  17.1;  958.90;   20.4;   73.00;   25.6;   16.1;   16.3;eor
       3379;20240724;   10;  10.0;   2.9;    9;   0.0;   0;    9.700;   0;   5.0;  15.2;  958.40;   19.2;   70.00;   23.5;   16.2;   15.5;eor
       3379;20240725;   10;   6.9;   1.6;    9;   0.0;   0;   12.500;   0;   4.3;  13.6;  955.00;   19.6;   62.00;   25.8;   13.9;   13.0;eor
       3379;20240726;   10;   8.6;   2.0;    9;   0.0;   0;   14.100;   0;   7.0;  15.7;  953.00;   22.1;   61.00;   28.1;   14.2;   13.4;eor
       3379;20240727;   10;  10.5;   2.1;    9;   6.4;   6;   12.400;   0;   5.1;  18.2;  954.50;   24.6;   62.00;   31.9;   17.0;   16.5;eor
       3379;20240728;   10;   9.3;   2.3;    9;   3.4;   6;    7.100;   0;   4.6;  17.1;  962.20;   19.4;   77.00;   24.1;   14.0;   13.2;eor
       3379;20240729;   10;   7.3;   1.9;    9;   0.0;   0;   14.700;   0;   0.0;  13.2;  962.00;   19.8;   61.00;   26.7;   12.5;   11.8;eor
       3379;20240730;   10;   6.2;   1.9;    9;   0.0;   0;   14.300;   0;   2.0;  15.4;  958.00;   22.1;   61.00;   30.3;   13.0;   12.0;eor
       3379;20240731;   10;  15.7;   2.3;    9;   5.0;   6;   12.100;   0;   2.5;  18.6;  954.40;   25.3;   62.00;   33.3;   17.8;   17.1;eor
       3379;20240801;   10;  13.3;   2.8;    9;   3.2;   6;    9.200;   0;   6.0;  17.9;  952.70;   22.8;   66.00;   28.4;   18.0;   16.9;eor
       3379;20240802;   10;  10.3;   3.2;    9;  21.7;   6;    6.200;   0;   6.1;  18.9;  951.90;   21.1;   76.00;   24.6;   17.9;   17.1;eor
       3379;20240803;   10;  14.6;   2.2;    9;   4.4;   6;    6.500;   0;   7.2;  18.1;  952.90;   20.4;   77.00;   26.5;   15.9;   15.7;eor
       3379;20240804;   10;  10.5;   2.8;    9;   0.0;   6;    6.800;   0;   7.5;  16.4;  954.90;   20.7;   68.00;   25.1;   16.8;   16.0;eor
       3379;20240805;   10;   6.8;   2.0;    9;   0.0;   6;    6.500;   0;   6.2;  16.1;  955.00;   20.2;   69.00;   24.8;   15.9;   15.2;eor
       3379;20240806;   10;   6.0;   1.8;    9;   0.0;   0;   14.300;   0;   1.3;  16.1;  953.00;   22.2;   63.00;   29.0;   14.6;   14.0;eor
       3379;20240807;   10;  13.4;   2.4;    9;   4.4;   6;    8.000;   0;   4.8;  17.5;  953.40;   22.2;   66.00;   27.9;   17.8;   17.0;eor
       3379;20240808;   10;   6.0;   1.6;    9;   4.8;   6;    2.800;   0;   6.8;  18.9;  956.60;   19.6;   83.00;   24.5;   16.6;   16.1;eor
       3379;20240809;   10;   7.8;   1.8;    9;   0.0;   0;   12.600;   0;   5.8;  17.0;  958.50;   21.5;   69.00;   27.7;   14.4;   13.8;eor
       3379;20240810;   10;   7.8;   1.8;    9;   0.0;   0;   11.800;   0;   2.9;  18.3;  960.90;   23.7;   64.00;   29.3;   19.1;   18.1;eor
       3379;20240811;   10;   6.4;   1.9;    9;   0.0;   0;   13.800;   0;   2.1;  19.1;  959.50;   24.3;   66.00;   31.3;   17.0;   16.3;eor
       3379;20240812;   10;   7.8;   1.6;    9;   0.0;   0;   11.000;   0;   6.3;  20.6;  954.20;   25.5;   64.00;   31.7;   18.4;   17.8;eor
       3379;20240813;   10;  15.9;   2.7;    9;   1.2;   6;   10.900;   0;   2.8;  19.3;  952.00;   24.8;   64.00;   32.6;   18.9;   18.0;eor
       3379;20240814;   10;  15.2;   2.5;    9;   4.1;   6;   10.900;   0;   4.2;  18.7;  953.00;   23.0;   69.00;   31.0;   17.1;   16.2;eor
       3379;20240815;   10;   6.6;   1.8;    9;   0.0;   0;   13.100;   0;   4.1;  19.5;  957.40;   22.4;   74.00;   28.2;   16.7;   16.1;eor
       3379;20240816;   10;   6.5;   1.4;    9;   0.5;   6;    9.300;   0;   5.5;  20.8;  956.60;   24.5;   69.00;   29.8;   19.0;   18.4;eor
       3379;20240817;   10;   7.6;   1.7;    9;   2.4;   6;    5.100;   0;   7.2;  20.6;  953.80;   22.4;   76.00;   26.1;   19.1;   19.0;eor
       3379;20240818;   10;  11.3;   2.7;    9;  54.5;   6;    0.300;   0;   7.7;  20.0;  949.90;   19.1;   90.00;   21.9;   16.3;   16.3;eor
       3379;20240819;   10;   8.8;   2.7;    9;   5.7;   6;    0.000;   0;   7.8;  16.8;  955.80;   15.7;   94.00;   17.0;   14.6;   14.6;eor
       3379;20240820;   10;   6.2;   1.8;    9;   0.0;   6;    1.000;   0;   6.2;  16.7;  953.70;   17.3;   85.00;   20.1;   15.7;   15.1;eor
       3379;20240821;   10;  12.0;   2.7;    9;   0.4;   6;    4.600;   0;   7.0;  15.6;  956.70;   17.7;   77.00;   22.2;   12.5;   11.8;eor
       3379;20240822;   10;   5.4;   1.5;    9;   0.0;   0;   12.300;   0;   5.5;  14.6;  955.00;   17.7;   74.00;   24.4;   11.2;   10.5;eor
       3379;20240823;   10;   8.1;   2.1;    9;   0.0;   0;   12.500;   0;   3.8;  15.1;  954.30;   21.6;   63.00;   29.5;   13.8;   12.6;eor
       3379;20240824;   10;   7.5;   2.1;    9;   0.0;   0;   13.100;   0;   1.5;  16.6;  954.10;   24.1;   59.00;   31.4;   14.8;   13.9;eor
       3379;20240825;   10;  11.7;   2.6;    9;   6.7;   6;    1.000;   0;   7.0;  14.9;  960.40;   16.7;   79.00;   23.6;   11.7;   11.4;eor
       3379;20240826;   10;   5.0;   1.5;    9;   0.6;   6;    0.000;   0;   7.8;  14.6;  961.60;   14.6;   87.00;   16.3;   12.3;   12.4;eor
       3379;20240827;   10;   8.8;   2.4;    9;   0.0;   0;    6.300;   0;   5.0;  16.7;  960.00;   18.3;   80.00;   24.6;   12.9;   12.3;eor
       3379;20240828;   10;-999;   1.4;    9;   0.0;   0;   11.500;   0;   3.6;  18.1;  957.80;   21.3;   77.00;   29.6;   14.3;   13.5;eor
       3379;20240829;   10;   6.6;   1.7;    9;   0.0;   0;   12.900;   0;   0.4;  17.3;  958.50;   22.9;   66.00;   31.2;   15.6;   14.6;eor
       3379;20240830;   10;   6.8;   1.7;    9;   0.0;   0;   12.700;   0;   3.0;  17.8;  957.90;   22.5;   69.00;   30.8;   15.2;   14.3;eor
       3379;20240831;   10;   9.4;   2.3;    9;   0.0;   0;   11.400;   0;   6.0;  18.6;  958.20;   23.1;   68.00;   30.0;   15.7;   15.0;eor
       3379;20240901;   10;   6.1;   2.0;    9;   0.0;   0;    9.400;   0;   5.8;  19.4;  955.20;   23.2;   69.00;   29.5;   17.4;   16.7;eor
       3379;20240902;   10;   8.4;   2.1;    9;   0.0;   6;    8.200;   0;   5.5;  17.8;  954.00;   22.0;   68.00;   27.2;   18.4;   18.5;eor
       3379;20240903;   10;   5.2;   1.5;    9;   0.0;   6;   11.000;   0;   3.9;  17.6;  955.20;   22.8;   65.00;   28.9;   16.8;   16.2;eor
       3379;20240904;   10;  15.0;   2.3;    9;   6.1;   6;    7.500;   0;   6.7;  19.4;  953.50;   22.3;   73.00;   28.6;   17.8;   17.4;eor
       3379;20240905;   10;  10.7;   3.3;    9;   0.0;   6;    9.300;   0;   4.9;  16.3;  947.70;   23.0;   62.00;   30.1;   16.3;   15.2;eor
       3379;20240906;   10;   8.3;   2.0;    9;   0.0;   0;    4.700;   0;   6.0;  17.1;  951.40;   19.6;   76.00;   24.4;   16.5;   15.6;eor
       3379;20240907;   10;   7.5;   1.8;    9;   0.0;   0;   12.400;   0;   0.5;  17.2;  952.30;   20.9;   72.00;   27.9;   14.5;   13.6;eor
       3379;20240908;   10;  13.0;   2.0;    9;  20.4;   6;    4.800;   0;   4.9;  18.4;  949.50;   19.9;   81.00;   25.3;   13.9;   14.0;eor
       3379;20240909;   10;  12.5;   3.7;    9;   2.9;   6;    1.300;   0;   7.0;  14.7;  948.00;   15.5;   84.00;   18.6;   13.8;   13.7;eor
       3379;20240910;   10;  10.8;   3.4;    9;   0.0;   6;    2.800;   0;   6.3;  13.4;  952.70;   15.4;   77.00;   18.6;   12.9;   11.8;eor
       3379;20240911;   10;  13.2;   3.3;    9;   9.1;   6;    5.300;   0;   6.6;  11.9;  949.70;   13.5;   78.00;   18.8;    8.2;    8.3;eor
       3379;20240912;   10;   6.4;   1.9;    9;   4.0;   6;    0.000;   0;   7.8;   9.1;  952.70;    9.2;   79.00;   11.8;    7.4;    7.4;eor
       3379;20240913;   10;  11.2;   2.6;    9;  31.6;   6;    0.000;   0;   7.6;   9.5;  956.40;    7.9;   89.00;    9.9;    6.7;    6.6;eor
       3379;20240914;   10;  11.8;   4.2;    9;  28.9;   6;    0.000;   0;   7.8;   9.2;  963.10;    7.2;   91.00;    8.5;    6.0;    5.8;eor
       3379;20240915;   10;  11.0;   3.2;    9;  12.2;   6;    3.100;   0;   7.5;   9.1;  962.50;    9.5;   77.00;   13.5;    6.9;    6.3;eor
       3379;20240916;   10;  10.5;   3.6;    9;  41.3;   6;    0.000;   0;   7.5;  10.6;  958.80;    8.7;   94.00;    9.9;    8.3;    8.4;eor
       3379;20240917;   10;  10.3;   2.8;    9;   1.0;   6;    5.500;   0;   5.4;  11.5;  959.90;   11.8;   84.00;   16.9;    8.5;    7.5;eor
       3379;20240918;   10;  14.0;   4.1;    9;   0.0;   0;    8.200;   0;   2.8;  12.2;  960.10;   14.7;   75.00;   21.1;    8.5;    7.2;eor
       3379;20240919;   10;  11.5;   3.7;    9;   0.0;   0;   11.500;   0;   0.2;  12.0;  958.00;   15.5;   69.00;   21.0;   10.5;    8.9;eor
       3379;20240920;   10;   7.8;   2.2;    9;   0.0;   0;   11.800;   0;   0.9;  12.1;  959.00;   14.9;   73.00;   21.9;    8.6;    7.4;eor
       3379;20240921;   10;   5.6;   1.5;    9;   0.0;   0;   11.700;   0;   1.1;  12.7;  958.70;   15.2;   76.00;   23.3;    8.5;    7.7;eor
       3379;20240922;   10;   5.4;   1.3;    9;   0.0;   0;    8.600;   0;   6.0;  13.4;  954.90;   15.5;   78.00;   22.8;    8.9;    8.3;eor
       3379;20240923;   10;  10.7;   2.0;    9;  21.5;   6;    5.200;   0;   6.5;  14.4;  950.10;   16.8;   77.00;   22.4;   12.1;   11.0;eor
       3379;20240924;   10;  10.9;   3.7;    9;   0.0;   0;    8.400;   0;   5.0;  12.0;  949.30;   14.9;   73.00;   19.4;   11.6;   11.2;eor
       3379;20240925;   10;   6.9;   2.4;    9;   0.3;   6;    8.600;   0;   5.8;  11.4;  949.60;   16.3;   63.00;   21.6;   11.6;    9.9;eor
       3379;20240926;   10;  11.2;   2.8;    9;   8.1;   6;    0.000;   0;   7.6;  14.1;  943.10;   15.7;   80.00;   20.8;   13.9;   12.2;eor
       3379;20240927;   10;   9.2;   2.8;    9;   7.6;   6;    0.800;   0;   6.5;  12.3;  946.70;   13.8;   78.00;   19.1;   10.9;    9.9;eor
       3379;20240928;   10;   9.9;   3.4;    9;   2.8;   6;    0.700;   0;   7.4;  10.1;  956.90;   10.6;   79.00;   13.5;    7.6;    6.4;eor
       3379;20240929;   10;   9.6;   2.6;    9;   0.0;   0;    8.200;   0;   5.1;   8.2;  964.20;    9.7;   70.00;   14.3;    5.2;    4.3;eor
       3379;20240930;   10;   6.7;   2.2;    9;   2.1;   6;    3.000;   0;   7.7;  10.4;  957.00;   11.5;   76.00;   18.4;    7.0;    6.2;eor
       3379;20241001;   10;   9.5;   2.5;    9;   6.6;   6;    3.400;   0;   7.7;  12.5;  951.70;   14.0;   79.00;   17.3;   11.8;   11.1;eor
       3379;20241002;   10;  16.3;   2.8;    9;   0.5;   6;    3.100;   0;   5.6;  11.5;  947.60;   11.4;   85.00;   14.9;    6.4;    5.8;eor
       3379;20241003;   10;   6.8;   2.0;    9;   3.7;   6;    0.000;   0;   6.4;   9.8;  951.10;    8.2;   90.00;   11.2;    4.6;    3.9;eor
       3379;20241004;   10;   7.3;   2.7;    9;   8.3;   6;    0.000;   0;   7.8;  10.2;  953.40;    8.6;   91.00;   10.0;    7.5;    7.6;eor
       3379;20241005;   10;   5.0;   1.7;    9;   3.0;   6;    0.100;   0;   7.5;  10.2;  954.70;    8.5;   92.00;   10.1;    6.5;    6.0;eor
       3379;20241006;   10;   6.8;   2.1;    9;   2.2;   6;    6.100;   0;   7.0;  10.1;  950.10;   10.2;   81.00;   14.6;    7.3;    6.3;eor
       3379;20241007;   10;   6.0;   1.8;    9;   0.0;   6;    8.000;   0;   5.3;  13.0;  947.50;   15.1;   78.00;   23.3;    9.7;    8.7;eor
       3379;20241008;   10;  12.4;   2.5;    9;  12.2;   6;    3.900;   0;   7.4;  14.0;  943.70;   14.4;   86.00;   20.3;   10.7;    9.8;eor
       3379;20241009;   10;   9.9;   3.3;    9;   0.0;   6;    9.000;   0;   4.8;  12.1;  939.00;   15.4;   71.00;   21.3;    9.6;    8.4;eor
       3379;20241010;   10;  15.9;   3.5;    9;   4.2;   6;    0.200;   0;   7.5;  12.1;  941.00;   13.4;   78.00;   17.7;   10.7;   10.1;eor
       3379;20241011;   10;  13.5;   2.7;    9;   0.4;   6;    1.100;   0;   6.4;  10.0;  954.20;   10.3;   80.00;   12.5;    6.3;    5.2;eor
       3379;20241012;   10;   7.7;   2.3;    9;   0.0;   6;    4.000;   0;   5.8;  10.0;  954.30;   10.1;   81.00;   15.2;    4.9;    3.8;eor
       3379;20241013;   10;  14.2;   3.7;    9;   1.5;   6;    0.700;   0;   7.6;  10.6;  955.60;   11.7;   76.00;   15.5;    8.0;    7.0;eor
       3379;20241014;   10;   7.3;   1.7;    9;   2.1;   6;    2.100;   0;   6.9;  11.4;  957.20;   12.4;   79.00;   18.3;    6.5;    5.8;eor
       3379;20241015;   10;   8.2;   2.3;    9;   0.0;   0;    0.000;   0;   7.9;  13.5;  959.30;   12.8;   91.00;   14.7;   10.7;   11.0;eor
       3379;20241016;   10;   8.0;   2.7;    9;   0.0;   0;    2.700;   0;   7.8;  12.3;  955.10;   12.3;   87.00;   17.2;    9.2;    9.5;eor
       3379;20241017;   10;   6.0;   1.7;    9;   0.0;   0;    9.400;   0;   6.3;  12.9;  954.10;   13.8;   83.00;   21.5;    8.2;    7.3;eor
       3379;20241018;   10;   4.8;   1.3;    9;   0.4;   6;    1.700;   0;   7.0;  12.9;  953.20;   12.0;   92.00;   15.2;    9.0;    8.4;eor
       3379;20241019;   10;   5.7;   1.5;    9;   0.0;   0;    5.000;   0;   7.6;  13.2;  957.90;   13.4;   86.00;   18.4;    8.8;    8.1;eor
       3379;20241020;   10;   4.5;   1.5;    9;   0.0;   0;    0.000;   0;   7.9;  13.0;  961.90;   12.8;   88.00;   14.9;   10.5;    9.7;eor
       3379;20241021;   10;   6.1;   1.6;    9;   0.0;   0;    9.700;   0;   6.8;  13.1;  965.00;   13.0;   88.00;   18.6;    9.9;    9.3;eor
       3379;20241022;   10;   9.6;   2.1;    9;   2.1;   6;    1.200;   0;   7.1;  14.2;  966.50;   14.6;   86.00;   19.8;    8.9;    8.2;eor
       3379;20241023;   10;   7.3;   2.2;    9;   5.5;   6;    0.000;   0;   7.9;  12.8;  969.70;   11.5;   94.00;   12.8;   10.6;   10.5;eor
       3379;20241024;   10;   5.0;   1.6;    9;   0.0;   6;    0.000;   0;   8.0;  12.1;  964.80;   11.4;   90.00;   13.0;   10.3;   10.4;eor
       3379;20241025;   10;   5.6;   1.7;    9;   0.0;   6;    1.000;   0;   8.0;  12.0;  960.80;   11.1;   91.00;   14.2;   10.2;   10.5;eor
       3379;20241026;   10;   7.2;   2.4;    9;   0.0;   0;    0.000;   0;   8.0;  11.8;  957.80;   10.7;   92.00;   12.0;    9.2;    9.6;eor
       3379;20241027;   10;   8.3;   1.8;    9;   0.0;   0;    5.000;   0;   7.0;  11.9;  961.00;   11.3;   89.00;   14.6;    9.2;    8.7;eor
       3379;20241028;   10;   5.3;   1.5;    9;   0.0;   4;    6.000;   0;   5.2;  11.7;  965.40;   10.5;   92.00;   15.3;    8.1;    6.7;eor
       3379;20241029;   10;   4.4;   1.0;    9;   0.1;   4;    9.100;   0;   4.6;  11.6;  965.20;   10.9;   89.00;   17.2;    7.2;    6.6;eor
       3379;20241030;   10;   5.4;   1.7;    9;   0.0;   6;    4.600;   0;   6.6;  11.9;  965.60;   10.7;   93.00;   15.4;    8.3;    8.6;eor
       3379;20241031;   10;   4.1;   1.3;    9;   0.0;   6;    0.000;   0;   8.0;  11.3;  965.80;   10.5;   89.00;   11.5;    9.8;   10.1;eor
       3379;20241101;   10;   4.8;   1.4;    9;   0.1;   6;    7.500;   0;   4.3;  10.3;  963.30;   10.6;   82.00;   17.0;    5.8;    4.2;eor
       3379;20241102;   10;   7.0;   2.1;    9;   0.1;   6;    0.000;   0;   7.9;   9.0;  966.20;    7.7;   86.00;    9.1;    5.7;    4.3;eor
       3379;20241103;   10;   4.8;   1.6;    9;   0.0;   0;    0.000;   0;   8.0;   9.1;  967.30;    8.0;   85.00;    8.7;    7.1;    7.5;eor
       3379;20241104;   10;   5.9;   1.8;    9;   0.0;   0;    1.300;   0;   7.0;   8.6;  965.70;    6.4;   89.00;    9.2;    3.9;    3.1;eor
       3379;20241105;   10;   3.7;   1.4;    9;   0.0;   0;    3.800;   0;   8.0;   8.4;  964.10;    6.1;   90.00;   10.8;    3.2;    4.0;eor
       3379;20241106;   10;   5.0;   1.1;    9;   0.1;   6;    2.900;   0;   6.6;   9.0;  966.80;    6.3;   94.00;    8.6;    2.7;    2.1;eor
       3379;20241107;   10;   4.3;   1.6;    9;   0.1;   6;    0.000;   0;   8.0;   8.9;  968.00;    6.1;   94.00;    7.2;    5.4;    5.5;eor
       3379;20241108;   10;   5.5;   2.0;    9;   0.0;   6;    0.000;   0;   8.0;   7.8;  965.20;    4.7;   91.00;    6.0;    3.8;    4.2;eor
       3379;20241109;   10;   4.3;   1.3;    9;   0.0;   0;    2.100;   0;   7.9;   7.7;  964.20;    4.6;   91.00;    7.5;    3.3;    3.9;eor
       3379;20241110;   10;   3.5;   1.2;    9;   0.0;   6;    0.000;   0;   8.0;   7.4;  964.90;    3.8;   92.00;    5.1;    2.5;    3.0;eor
       3379;20241111;   10;   4.9;   1.5;    9;   0.0;   6;    0.200;   0;   8.0;   6.6;  965.30;    3.1;   87.00;    5.3;    1.5;    1.9;eor
